product_id,site_sku,current_name,proposed_name,current_short_description_hash,proposed_short_description,current_description_hash,proposed_description,current_specifications_hash,proposed_specifications,current_meta_title,proposed_meta_title,current_meta_description_hash,proposed_meta_description,official_model,official_product_name,official_source_id,official_source_page,official_fact_count,mapping_class,title_class,completeness,priority_class,expected_updated_at
1841,1196-300,کولیس دیجیتال اینسایز (insize) 30 سانتی متر مدل 300-1196,کولیس دیجیتال 30سانت اینسایز مدل 1196-300,759c927fb42c4a8d6ca9b46c0a9728235edba5fb89bd0938a0d43e0e9ad230e9,"کولیس دیجیتال 30سانت اینسایز مدل 1196-300؛ با محدوده اندازه‌گیری 0-300mm/0-12؛ تفکیک‌پذیری 0.01mm/0.0005""؛ دقت ±0.03mm.",4f4ab542453084cc4f0d1b5c21a30aaf30509fd2c5a8a84a5ea9400e71d76dc6,"کولیس دیجیتال 30سانت اینسایز با کد 1196-300 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Data Digital Calipers (Fraction Reading) در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 0-300mm/0-12.
تفکیک‌پذیری: 0.01mm/0.0005"".
دقت: 0.01 mm.
انطباق اعلام‌شده: DIN862.
منبع تغذیه/باتری: CR2032.
ویژگی مستند در کاتالوگ: Non waterproof.
ویژگی مستند در کاتالوگ: Resolution: 0.01mm/0.0005"".
ویژگی مستند در کاتالوگ: Buttons: on/off, zero, mm/inch.
ویژگی مستند در کاتالوگ: Battery CR2032.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",bbf9c444e4f1f4cc6d922dc3842f3cef4389af0896aafcf29827c0d61a61f399,"{""authority"": ""official_insize"", ""features"": [""Non waterproof"", ""Resolution: 0.01mm/0.0005\"""", ""Buttons: on/off, zero, mm/inch"", ""Battery CR2032"", ""Data output"", ""Meet DIN862"", ""Made of stainless steel"", ""Code              Range                 Accuracy""], ""technical_specs"": {""accuracy"": ""0.01 mm"", ""battery"": ""CR2032"", ""measuring_range"": ""0-300mm/0-12"", ""resolution"": ""0.01mm/0.0005\"""", ""standard"": ""DIN862""}}",کولیس دیجیتال اینسایز (insize) 30 سانتی متر مدل 300-1196,کولیس دیجیتال 30سانت اینسایز 1196-300,759c927fb42c4a8d6ca9b46c0a9728235edba5fb89bd0938a0d43e0e9ad230e9,"کولیس دیجیتال 30سانت اینسایز مدل 1196-300 — رنج 0-300mm/0-12 — دقت 0.01 mm — رزولوشن 0.01mm/0.0005""",1196-300,کولیس دیجیتال 30سانت,insize.catalog.108A,29,15,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
1845,1214-500,کولیس اینسایز (Insize) 50 سانتی متر مدل 500-1214,کولیس استن استیل معمولی 50سانت اینسایز مدل 1214-500,d3eb7d16e4175b2cdf40fdeee3ad198ea683d08e7c95f2fec2ee53a33dba411d,کولیس استن استیل معمولی 50سانت اینسایز مدل 1214-500؛ با محدوده اندازه‌گیری 0-500mm/0-20؛ دقت ±0.05mm.,4a13cd2e5a491154a0e37ce599eed36915a1544fb08ce9f037297c75cba64962,"کولیس استن استیل معمولی 50سانت اینسایز با کد 1214-500 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Vernier Calipers (Separate Type) در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 0-500mm/0-20.
درجه‌بندی: 0.02mm/0.001""                                             (m.
دقت: 0.02 mm.
ویژگی مستند در کاتالوگ: Made of stainless steel.
ویژگی مستند در کاتالوگ: Code         Range               Accuracy    a.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",c8e516376d9b50d2b17a38334a94615617f25338c44eb890d1ee8304a6bee590,"{""authority"": ""official_insize"", ""features"": [""Made of stainless steel"", ""Code         Range               Accuracy    a""], ""technical_specs"": {""accuracy"": ""0.02 mm"", ""graduation"": ""0.02mm/0.001\""                                             (m"", ""measuring_range"": ""0-500mm/0-20""}}",کولیس اینسایز (Insize) 50 سانتی متر مدل 500-1214,کولیس استن استیل معمولی 50سانت اینسایز 1214-500,d3eb7d16e4175b2cdf40fdeee3ad198ea683d08e7c95f2fec2ee53a33dba411d,کولیس استن استیل معمولی 50سانت اینسایز مدل 1214-500 — رنج 0-500mm/0-20 — دقت 0.02 mm,1214-500,کولیس استن استیل معمولی 50سانت,insize.catalog.108A,43,6,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
1846,1214-600,کولیس اینسایز (Insize) 60 سانتی متر مدل 600-1214,کولیس استن استیل معمولی 60سانت اینسایز مدل 1214-600,05aa2a6a24a66aa38d97312b33a7713e61d9130622f155f96de50cea28c6a1c7,کولیس استن استیل معمولی 60سانت اینسایز مدل 1214-600؛ با محدوده اندازه‌گیری 0-600mm/0-24؛ دقت ±0.05mm.,9406294c7b2dc5b1e6498ff9ae082a6c046b181165ba5cb5dfb7f0d2f8a3f4f0,"کولیس استن استیل معمولی 60سانت اینسایز با کد 1214-600 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Vernier Calipers (Separate Type) در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 0-600mm/0-24.
درجه‌بندی: 0.05mm/1/128""                                             (m.
دقت: 0.02 mm.
ویژگی مستند در کاتالوگ: Code         Range               Accuracy    a    c     d     e      L.
ویژگی مستند در کاتالوگ: Made of stainless steel.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",8deab06eec4b682755b82a26d1971a498392ea6a210da179c0e11f5c045d74bf,"{""authority"": ""official_insize"", ""features"": [""Code         Range               Accuracy    a    c     d     e      L"", ""Made of stainless steel""], ""technical_specs"": {""accuracy"": ""0.02 mm"", ""graduation"": ""0.05mm/1/128\""                                             (m"", ""measuring_range"": ""0-600mm/0-24""}}",کولیس اینسایز (Insize) 60 سانتی متر مدل 600-1214,کولیس استن استیل معمولی 60سانت اینسایز 1214-600,05aa2a6a24a66aa38d97312b33a7713e61d9130622f155f96de50cea28c6a1c7,کولیس استن استیل معمولی 60سانت اینسایز مدل 1214-600 — رنج 0-600mm/0-24 — دقت 0.02 mm,1214-600,کولیس استن استیل معمولی 60سانت,insize.catalog.108A,43,6,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
1880,2171-250,زاویه سنج دیجیتال 25 سانتی اینسایز (Insize) مدل 250-2171,زاویه سنج دیجیتال 25سانت اینسایز مدل 2171-250,c5fa2cdf5293ff57895e160a502d68719cef012d045f5a8df810303b8bac8b23,زاویه سنج دیجیتال 25سانت اینسایز مدل 2171-250؛ با محدوده اندازه‌گیری 0-360؛ دقت ±0.15°.,a5a68cb354006e4f3a8620923b3429ce9765de641be3e86133bcfb437380a0f7,"زاویه سنج دیجیتال 25سانت اینسایز با کد 2171-250 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Digital Protractor در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 0-360.
درجه‌بندی: of blade: 1mm and.
دقت: 2171-250.
جنس: 24                                         aluminum.
منبع تغذیه/باتری: CR2032, automatic power off.
ویژگی مستند در کاتالوگ: Buttons: on/off, hold (keep the reading), zero, ABS.
ویژگی مستند در کاتالوگ: Battery CR2032, automatic power off.
ویژگی مستند در کاتالوگ: Code          Size (L)      Range      Resolution     Accuracy.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",f387cb3ca2dd0f8645b602195642a99ababb3620ab2f7a80686a73b1a21aa1b8,"{""authority"": ""official_insize"", ""features"": [""Buttons: on/off, hold (keep the reading), zero, ABS"", ""Battery CR2032, automatic power off"", ""Code          Size (L)      Range      Resolution     Accuracy""], ""technical_specs"": {""accuracy"": ""2171-250"", ""battery"": ""CR2032, automatic power off"", ""graduation"": ""of blade: 1mm and"", ""material"": ""24                                         aluminum"", ""measuring_range"": ""0-360""}}",زاویه سنج دیجیتال 25 سانتی اینسایز (Insize) مدل 250-2171,زاویه سنج دیجیتال 25سانت اینسایز 2171-250,c5fa2cdf5293ff57895e160a502d68719cef012d045f5a8df810303b8bac8b23,زاویه سنج دیجیتال 25سانت اینسایز مدل 2171-250 — رنج 0-360 — دقت 2171-250,2171-250,زاویه سنج دیجیتال 25سانت,insize.catalog.108A,462,9,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
1886,2176-300,زاویه سنج دیجیتالی 30 سانتی اینسایز (Insize) مدل 300-2176,زاویه سنج دیجیتال 30سانت اینسایز مدل 2176-300,58fa2293bd8a78056d3dede7a864501be4534bbf70faa36b10b9f4b721e386c0,زاویه سنج دیجیتال 30سانت اینسایز مدل 2176-300؛ با محدوده اندازه‌گیری 0-360؛ دقت ±0.3°.,aa940eee44a83f6f3688bcf71b3044ede9ed0b6af39eb303e8443e053bb7f85e,"زاویه سنج دیجیتال 30سانت اینسایز با کد 2176-300 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Digital Protractor در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 0-360.
دقت: 2176-200.
ویژگی مستند در کاتالوگ: Code          Size (L)     Range     Resolution      Accuracy.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",75aebc582a4fd9005a42ea2fff0566e042b7fbd98bf0244bf67fae2a138587ac,"{""authority"": ""official_insize"", ""features"": [""Code          Size (L)     Range     Resolution      Accuracy""], ""technical_specs"": {""accuracy"": ""2176-200"", ""measuring_range"": ""0-360""}}",زاویه سنج دیجیتالی 30 سانتی اینسایز (Insize) مدل 300-2176,زاویه سنج دیجیتال 30سانت اینسایز 2176-300,58fa2293bd8a78056d3dede7a864501be4534bbf70faa36b10b9f4b721e386c0,زاویه سنج دیجیتال 30سانت اینسایز مدل 2176-300 — رنج 0-360 — دقت 2176-200,2176-300,زاویه سنج دیجیتال 30سانت,insize.catalog.108A,462,4,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
1891,2278-180,زاویه سنج 3 تیکه اینسایز (Insize) مدل 180-2278,زاویه سنج 3تکه اینسایز مدل 2278-180,54e049243d5a3fe6b37c46f01c56d01a7aacbbf1f3c27cf3d3d7494a4e044173,زاویه سنج 3تکه اینسایز مدل 2278-180؛ با محدوده اندازه‌گیری 0-180°؛ دقت ±0.15mm.,4fdc659109ff21cbcbb13b8ec67888085913a8f5408941264538283b311b28fc,"زاویه سنج 3تکه اینسایز با کد 2278-180 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Combination Square Sets (Close Type Protractor) در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 0-180°.
دقت: ±0.15mm.
ویژگی مستند در کاتالوگ: Blade (made of stainless steel):.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",f9ade7abf9db4f18f59e3d073b44c4653420822ae451864790ab39e54253fb14,"{""authority"": ""official_insize"", ""features"": [""Blade (made of stainless steel):""], ""technical_specs"": {""accuracy"": ""±0.15mm"", ""measuring_range"": ""0-180°""}}",زاویه سنج 3 تیکه اینسایز (Insize) مدل 180-2278,زاویه سنج 3تکه اینسایز 2278-180,54e049243d5a3fe6b37c46f01c56d01a7aacbbf1f3c27cf3d3d7494a4e044173,زاویه سنج 3تکه اینسایز مدل 2278-180 — رنج 0-180° — دقت ±0.15mm,2278-180,زاویه سنج 3تکه,insize.catalog.108A,533,3,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
1901,2372-360,زاویه سنج ذره بینی اینسایز (Insize) مدل 360-2372,زاویه سنج ذره بینی اینسایز مدل 2372-360,56a4c0cd2232a9b9f379e0376855685bb492cb374149080b5590cf78e3bb8928,زاویه سنج ذره بینی اینسایز مدل 2372-360؛ با محدوده اندازه‌گیری 0-360؛ دقت ±5'.,f55269c56f78f62270c03037171d0ee0ffdbdb24dd8bce98c1b8b0319bb7363b,"زاویه سنج ذره بینی اینسایز با کد 2372-360 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Universal Protractor در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 0-360.
دقت: ±5'.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",79f090805c469b9f3012ff2273e9813a157ff5e795bed692909b12a292b049f0,"{""authority"": ""official_insize"", ""features"": [], ""technical_specs"": {""accuracy"": ""±5'"", ""measuring_range"": ""0-360""}}",زاویه سنج ذره بینی اینسایز (Insize) مدل 360-2372,زاویه سنج ذره بینی اینسایز 2372-360,56a4c0cd2232a9b9f379e0376855685bb492cb374149080b5590cf78e3bb8928,زاویه سنج ذره بینی اینسایز مدل 2372-360 — رنج 0-360 — دقت ±5',2372-360,زاویه سنج ذره بینی,insize.catalog.108A,465,2,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
1914,2871-101,ضخامت سنج دیجیتال 10-0 میلی متری اینسایز (Insize) مدل 101-2871,ضخامت سنج دیجیتال اینسایز مدل 2871-101,ec14cb5c159c5945c5a816ac5035ce03ca4f106329790deec5024402bade69dd,ضخامت سنج دیجیتال اینسایز مدل 2871-101؛ با محدوده اندازه‌گیری 0-10mm/0-0.4؛ دقت ±0.005mm.,51f661cdef553c919df037bd4db37b84f0fdef2bccf534bec04a71ace93cac3e,"ضخامت سنج دیجیتال اینسایز با کد 2871-101 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Data Digital Thickness Gauges در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 0-10mm/0-0.4.
دقت: 0.001 mm.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",947cbf39a7045840e9018ccc10972f4547071158a9174b708342ace5011dac00,"{""authority"": ""official_insize"", ""features"": [], ""technical_specs"": {""accuracy"": ""0.001 mm"", ""measuring_range"": ""0-10mm/0-0.4""}}",ضخامت سنج دیجیتال 10-0 میلی متری اینسایز (Insize) مدل 101-2871,ضخامت سنج دیجیتال اینسایز 2871-101,ec14cb5c159c5945c5a816ac5035ce03ca4f106329790deec5024402bade69dd,ضخامت سنج دیجیتال اینسایز مدل 2871-101 — رنج 0-10mm/0-0.4 — دقت 0.001 mm,2871-101,ضخامت سنج دیجیتال,insize.catalog.108A,351,3,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
1958,3205-400,میکرومتر اینسایز (Insize) 400-300 میلی متر خارج سنج مدل 400-3205,میکرومتر خارج میله ای سر تعویض شو اینسایز مدل 3205-400,b492aa8caeafea946727e9edceb15d26fc60892f0c08406ddc23b054390c37d6,میکرومتر خارج میله ای سر تعویض شو 300 اینسایز مدل 3205-400؛ با محدوده اندازه‌گیری 300-400mm؛ دقت 0.01 mm.,1220f4984a435c9b221c52ea76cd58c243320f1e7716e63e6b99eeb8a06d2ff7,"میکرومتر خارج میله ای سر تعویض شو 300 اینسایز با کد 3205-400 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Outside Micrometers With Extension Anvil Collar در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 300-400mm.
درجه‌بندی: 0.01mm.
دقت: 0.01 mm.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",93b42097d29f29c2cfaf703b6b8fff8823ab7205b9b38979a1d5bf220d980e65,"{""authority"": ""official_insize"", ""features"": [], ""technical_specs"": {""accuracy"": ""0.01 mm"", ""graduation"": ""0.01mm"", ""measuring_range"": ""300-400mm""}}",میکرومتر اینسایز (Insize) 400-300 میلی متر خارج سنج مدل 400-3205,میکرومتر خارج میله ای سر تعویض شو 300 اینسایز 3205-400,b492aa8caeafea946727e9edceb15d26fc60892f0c08406ddc23b054390c37d6,میکرومتر خارج میله ای سر تعویض شو 300 اینسایز مدل 3205-400 — رنج 300-400mm — دقت 0.01 mm,3205-400,میکرومتر خارج میله ای سر تعویض شو 300,insize.catalog.108A,157,3,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
1971,3222-500,میکرومتر اینسایز (Insize) 500-50 میلی متر داخل سنج لوله‌ای مدل 500-3222,میکرومتر داخل لوله ای اینسایز مدل 3222-500,872d945f4f113b3096a2e4bc99fbe95ec9f28022f34eca1db356132d931609b6,میکرومتر داخل لوله ای 50 اینسایز مدل 3222-500؛ با محدوده اندازه‌گیری 50-500mm؛ دقت 0.01 mm.,aeae7def714da9da50d53402d37ebae8997acb0af644ff9c7ff797201256b12e,"میکرومتر داخل لوله ای 50 اینسایز با کد 3222-500 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Tubular Inside Micrometers در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 50-500mm.
درجه‌بندی: 0.01mm.
دقت: 0.01 mm.
ویژگی مستند در کاتالوگ: Accuracy: (3+n+L/50)µm.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",e3b404f2dc69a49c65774e3495ad565346e3b69cca0edd641cd5646210f922b8,"{""authority"": ""official_insize"", ""features"": [""Accuracy: (3+n+L/50)µm""], ""technical_specs"": {""accuracy"": ""0.01 mm"", ""graduation"": ""0.01mm"", ""measuring_range"": ""50-500mm""}}",میکرومتر اینسایز (Insize) 500-50 میلی متر داخل سنج لوله‌ای مدل 500-3222,میکرومتر داخل لوله ای 50 اینسایز 3222-500,872d945f4f113b3096a2e4bc99fbe95ec9f28022f34eca1db356132d931609b6,میکرومتر داخل لوله ای 50 اینسایز مدل 3222-500 — رنج 50-500mm — دقت 0.01 mm,3222-500,میکرومتر داخل لوله ای 50,insize.catalog.108A,216,5,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
2026,4799-1150,زاویه سنج 20 سانتی اینسایز (Insize) مدل 1150-4799,زاویه سنج 20سانت اینسایز مدل 4799-1150,aef74839401e8195ba713566d9e614cda154a8bc873eaddbd2fa1e321db2470f,زاویه سنج 20سانت اینسایز مدل 4799-1150؛ با محدوده اندازه‌گیری 0-180؛ دقت ±0.3°.,0a5c59dd81f34018b79e9541648d2a6f080f6ca5db9ed9e997a2f6ba1c43f903,"زاویه سنج 20سانت اینسایز با کد 4799-1150 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Protractor (Economic Type) در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 0-180.
دقت: ±0.3°.
ویژگی مستند در کاتالوگ: Code              Size (AxB)           Range       Accuracy      L       C.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",2a409f472ae1ecc76df872ac83160a7b1222f852314987cf7dd7ade6285b7a23,"{""authority"": ""official_insize"", ""features"": [""Code              Size (AxB)           Range       Accuracy      L       C""], ""technical_specs"": {""accuracy"": ""±0.3°"", ""measuring_range"": ""0-180""}}",زاویه سنج 20 سانتی اینسایز (Insize) مدل 1150-4799,زاویه سنج 20سانت اینسایز 4799-1150,aef74839401e8195ba713566d9e614cda154a8bc873eaddbd2fa1e321db2470f,زاویه سنج 20سانت اینسایز مدل 4799-1150 — رنج 0-180 — دقت ±0.3°,4799-1150,زاویه سنج 20سانت,insize.catalog.108A,463,3,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
2027,4799-1200,زاویه سنج اینسایز (Insize) 30 سانتی مدل 1200-4799,زاویه سنج 30سانت اینسایز مدل 4799-1200,eb6a79024977f74b12dc19dfa6cf7e289abb42df9091b6f75b7999b4d8a99a3b,زاویه سنج 30سانت اینسایز مدل 4799-1200؛ با محدوده اندازه‌گیری 0-180؛ دقت ±0.3°.,a8e67e26e183be87e50d5cf6a44b03d5e4ca91ef2e7dc5db3b18c0d2adfdce6e,"زاویه سنج 30سانت اینسایز با کد 4799-1200 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Protractor (Economic Type) در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 0-180.
دقت: ±0.3°.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",3d0305b5ce49782a646350ab549ea00fee26c094481aeb6725bb7b6f5a7260b0,"{""authority"": ""official_insize"", ""features"": [], ""technical_specs"": {""accuracy"": ""±0.3°"", ""measuring_range"": ""0-180""}}",زاویه سنج اینسایز (Insize) 30 سانتی مدل 1200-4799,زاویه سنج 30سانت اینسایز 4799-1200,eb6a79024977f74b12dc19dfa6cf7e289abb42df9091b6f75b7999b4d8a99a3b,زاویه سنج 30سانت اینسایز مدل 4799-1200 — رنج 0-180 — دقت ±0.3°,4799-1200,زاویه سنج 30سانت,insize.catalog.108A,463,2,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
2028,4799-1300,زاویه سنج 50 سانتی اینسایز (Insize) مدل 1300-4799,زاویه سنج 50سانت اینسایز مدل 4799-1300,d18e2bb9cb784a9ac53cfcf48ce0e21403e3d763c575518fae6f450193d395c8,زاویه سنج 50سانت اینسایز مدل 4799-1300؛ با محدوده اندازه‌گیری 0-180؛ دقت ±0.3°.,ab1dc4b5165f108d563c59555dbfe4508477502597e1138a1ce43ec76612403d,"زاویه سنج 50سانت اینسایز با کد 4799-1300 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Protractor (Economic Type) در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 0-180.
دقت: 4781-85A.
ویژگی مستند در کاتالوگ: Code            Size            Range        Graduation   Accuracy.
ویژگی مستند در کاتالوگ: Code              Size (AxB)           Range       Accuracy      L       C.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",2a409f472ae1ecc76df872ac83160a7b1222f852314987cf7dd7ade6285b7a23,"{""authority"": ""official_insize"", ""features"": [""Code            Size            Range        Graduation   Accuracy"", ""Code              Size (AxB)           Range       Accuracy      L       C""], ""technical_specs"": {""accuracy"": ""4781-85A"", ""measuring_range"": ""0-180""}}",زاویه سنج 50 سانتی اینسایز (Insize) مدل 1300-4799,زاویه سنج 50سانت اینسایز 4799-1300,d18e2bb9cb784a9ac53cfcf48ce0e21403e3d763c575518fae6f450193d395c8,زاویه سنج 50سانت اینسایز مدل 4799-1300 — رنج 0-180 — دقت 4781-85A,4799-1300,زاویه سنج 50سانت,insize.catalog.108A,463,5,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
2029,4799-180,زاویه سنج 12 سانتی اینسایز (Insize) مدل 180-4799,زاویه سنج 12سانت اینسایز مدل 4799-180,1cd63761e7a864e6697ae76e662540741b451998e0ad52752583aa6066dd66cf,زاویه سنج 12سانت اینسایز مدل 4799-180؛ با محدوده اندازه‌گیری 0-180؛ دقت ±0.3°.,e3faafd980307f682d2d8e49d6cd818a7eb87ad4a50ef0d396177079df36a1a9,"زاویه سنج 12سانت اینسایز با کد 4799-180 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Protractor (Economic Type) در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 0-180.
درجه‌بندی: 1°.
دقت: ±0.3°.
ویژگی مستند در کاتالوگ: Code              Size (AxB)           Range       Accuracy      L       C.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",2a409f472ae1ecc76df872ac83160a7b1222f852314987cf7dd7ade6285b7a23,"{""authority"": ""official_insize"", ""features"": [""Code              Size (AxB)           Range       Accuracy      L       C""], ""technical_specs"": {""accuracy"": ""±0.3°"", ""graduation"": ""1°"", ""measuring_range"": ""0-180""}}",زاویه سنج 12 سانتی اینسایز (Insize) مدل 180-4799,زاویه سنج 12سانت اینسایز 4799-180,1cd63761e7a864e6697ae76e662540741b451998e0ad52752583aa6066dd66cf,زاویه سنج 12سانت اینسایز مدل 4799-180 — رنج 0-180 — دقت ±0.3°,4799-180,زاویه سنج 12سانت,insize.catalog.108A,463,4,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
2034,4820-552,شابلون رزوه اینچ و میلیمتر 60 درجه 7 – 0.4 میلی متر اینسایز (insize) مدل 552-4820,شابلون رزوه اینچ و میلیمتر 60درجه از اینسایز مدل 4820-552,a1e9a2652b27331872a792066244158596bc6eea6747fe9c414a95150cc8be0d,"شابلون رزوه اینچ و میلیمتر 60درجه از 0/4 اینسایز مدل 4820-552؛ با محدوده اندازه‌گیری 4-1/2,؛ دقت ±0.07mm.",e58192daac85ee8728e5724ad5bebdd9b0f09736c33ca04f6dea5492e1605a57,"شابلون رزوه اینچ و میلیمتر 60درجه از 0/4 اینسایز با کد 4820-552 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Pitch Gauges در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 4-1/2,.
دقت: ±0.07mm.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",f16fe5d946263b14257b56432f107e498ee657781a94eb3bc6f871b8493c2e21,"{""authority"": ""official_insize"", ""features"": [], ""technical_specs"": {""accuracy"": ""±0.07mm"", ""measuring_range"": ""4-1/2,""}}",شابلون رزوه اینچ و میلیمتر 60 درجه 7 – 0.4 میلی متر اینسایز (insize) مدل 552-4820,شابلون رزوه اینچ و میلیمتر 60درجه از 0/4 اینسایز 4820-552,a1e9a2652b27331872a792066244158596bc6eea6747fe9c414a95150cc8be0d,"شابلون رزوه اینچ و میلیمتر 60درجه از 0/4 اینسایز مدل 4820-552 — رنج 4-1/2, — دقت ±0.07mm",4820-552,شابلون رزوه اینچ و میلیمتر 60درجه از 0/4,insize.catalog.108A,502,2,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
