product_id,sku,brand,product_type,technical_maturity_bucket,legacy_spec_present,required_definition_count,required_fact_present_count,required_fact_evidenced_count,missing_required_definitions,conflict_count,evidence_missing_count
1044,1012-0010,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1063,1041-0007,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1064,1041-2205,Dasqua | داسکوا,,T0_NO_TECH_DATA,False,0,0,0,,0,0
1065,1041-2215,Dasqua | داسکوا,,T0_NO_TECH_DATA,False,0,0,0,,0,0
1066,1051-0005,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1067,1051-0008,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1068,1051-0302,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1069,1051-0304,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1070,1051-2010,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1071,1120-3113,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1072,1122-9001,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1073,1305-0002,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1074,1305-0003,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1075,1305-0010,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1076,1305-0025,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1077,1310-0004,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1078,1310-0005,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1079,1310-0006,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1080,1310-0007,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1081,1310-0008,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1082,1310-0009,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1083,1310-0010,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1084,1310-0011,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1085,1310-0012,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1086,1310-0015,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1087,1310-0016,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1088,1310-0017,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1089,1310-0021,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1090,1310-0025,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1091,1310-0030,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1092,1310-0031,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1093,1310-0041,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1094,1310-0042,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1095,1310-0043,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1096,1310-0044,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1097,1310-0055,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1098,1310-0060,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1099,1310-0090,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1100,1310-0095,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1101,1310-0100,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1102,1331-2115,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1103,1331-2120,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1104,1331-2130,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1105,1350-5005,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1106,1350-5010,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1107,1350-5015,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1108,1351-0005,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1109,1351-0010,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1110,1351-0015,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1111,1352-2010,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1112,1380-3004,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1113,1380-3005,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1114,1380-3010,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1115,1380-3015,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1116,1500-1052,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1117,1704-0005,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1118,1732-0035,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1119,1801-1005,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1120,1801-2005,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1121,1803-2110,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1122,1803-4111,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1123,1803-4112,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1124,1803-4113,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1125,1803-4114,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1126,1803-4115,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1127,1803-4116,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1128,1803-4117,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1129,1803-4118,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1130,1803-4119,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1131,1803-4120,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1132,1803-4121,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1133,1803-4122,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1134,1803-4123,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1135,1803-4124,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1136,1803-4125,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1137,1803-4126,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1138,1803-4127,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1139,1803-4128,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1140,1803-4129,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1141,1803-4130,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1142,1803-4131,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1143,1803-4132,Dasqua | داسکوا,,T0_NO_TECH_DATA,False,0,0,0,,0,0
1144,1804-0005,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1145,1804-1005,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1146,1804-1006,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1147,1804-1007,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1148,1804-1010,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1149,1804-1015,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1150,1804-1020,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1151,1804-1025,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1152,1804-1035,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1153,1804-1045,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1154,1804-1065,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1155,1804-1070,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1156,1804-1075,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1157,1804-1090,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1158,1804-1095,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1159,1804-1100,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1160,1804-1102,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1161,1804-1103,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1162,1804-1104,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1163,1804-1106,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1164,1804-1107,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1165,1804-1115,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1166,1804-1120,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1167,1804-1125,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1168,1804-1130,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1169,1804-1131,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1170,1804-1132,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1171,1804-1133,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1172,1804-1165,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1173,1804-1170,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1174,1804-1175,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1175,1804-1215,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1176,1804-1405,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1177,1804-1710,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1178,1804-2005,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1179,1804-2010,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1180,1804-2015,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1181,1804-2405,Dasqua | داسکوا,,T0_NO_TECH_DATA,False,0,0,0,,0,0
1182,1804-4613,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1183,1804-5111,Dasqua | داسکوا,,T0_NO_TECH_DATA,False,0,0,0,,0,0
1184,1804-5116,Dasqua | داسکوا,,T0_NO_TECH_DATA,False,0,0,0,,0,0
1185,1804-5221,Dasqua | داسکوا,,T0_NO_TECH_DATA,False,0,0,0,,0,0
1186,1804-5223,Dasqua | داسکوا,,T0_NO_TECH_DATA,False,0,0,0,,0,0
1187,1804-5331,Dasqua | داسکوا,,T0_NO_TECH_DATA,False,0,0,0,,0,0
1188,1804-5336,Dasqua | داسکوا,,T0_NO_TECH_DATA,False,0,0,0,,0,0
1189,1804-5341,Dasqua | داسکوا,,T0_NO_TECH_DATA,False,0,0,0,,0,0
1190,1804-5441,Dasqua | داسکوا,,T0_NO_TECH_DATA,False,0,0,0,,0,0
1191,1804-5771,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1192,1804-5773,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1193,1804-5774,Dasqua | داسکوا,,T0_NO_TECH_DATA,False,0,0,0,,0,0
1194,1804-5779,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1195,1804-5881,Dasqua | داسکوا,,T0_NO_TECH_DATA,False,0,0,0,,0,0
1196,1804-5991,Dasqua | داسکوا,,T0_NO_TECH_DATA,False,0,0,0,,0,0
1197,1804-6111,Dasqua | داسکوا,,T0_NO_TECH_DATA,False,0,0,0,,0,0
1198,1804-6221,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1199,1804-6302,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1200,1804-6310,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1201,1804-6331,Dasqua | داسکوا,,T0_NO_TECH_DATA,False,0,0,0,,0,0
1202,1804-6663,Dasqua | داسکوا,,T0_NO_TECH_DATA,False,0,0,0,,0,0
1203,1804-6771,Dasqua | داسکوا,,T0_NO_TECH_DATA,False,0,0,0,,0,0
1204,1804-6881,Dasqua | داسکوا,,T0_NO_TECH_DATA,False,0,0,0,,0,0
1205,1804-6882,Dasqua | داسکوا,,T0_NO_TECH_DATA,False,0,0,0,,0,0
1206,1804-6991,Dasqua | داسکوا,,T0_NO_TECH_DATA,False,0,0,0,,0,0
1207,1804-6993,Dasqua | داسکوا,,T0_NO_TECH_DATA,False,0,0,0,,0,0
1208,1804-6996,Dasqua | داسکوا,,T0_NO_TECH_DATA,False,0,0,0,,0,0
1209,1804-7013,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1210,1804-7111,Dasqua | داسکوا,,T0_NO_TECH_DATA,False,0,0,0,,0,0
1211,2000-2005,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1212,2000-2010,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1213,2000-2015,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1214,2001-2005,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1215,2001-2010,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1216,2001-2015,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1217,2015-1005,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1218,2015-2405,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1219,2015-2410,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1220,2015-2415,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1221,2020-1005,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1222,2035-0006,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1223,2065-1105,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1224,2065-1110,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1225,2065-1115,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1226,2070-1105,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1227,2070-1110,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1228,2070-1115,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1229,2100-1015,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1230,2100-1115,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1231,2100-1120,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1232,2100-1130,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1233,2110-8105,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1234,2115-2305,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1235,2117-9105,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1236,2117-9110,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1237,2117-9115,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1238,2140-8101,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1239,2140-8105,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1240,2210-8106,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1241,2220-3570,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1242,2220-8103,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1243,2220-8104,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1244,2220-8105,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1245,2220-8110,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1246,2220-8115,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1247,2220-8117,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1248,2220-8130,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1249,2220-8135,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1250,2220-8150,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1251,2220-8155,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1252,2220-8170,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1253,2220-8175,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1254,2220-8180,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1255,2220-8185,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1256,2220-8190,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1257,2220-8200,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1258,2220-8205,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1259,2220-8210,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1260,2220-8215,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1261,2220-8220,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1262,2220-8225,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1263,2220-8230,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1264,2240-0025,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1265,2240-0026,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1266,2240-0027,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1267,2250-2105,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1268,2345-4005,Dasqua | داسکوا,,T0_NO_TECH_DATA,False,0,0,0,,0,0
1269,2346-1015,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1270,2406-1005,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1271,2406-1010,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1272,2410-8105,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1273,2410-8110,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1274,2570-5105,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1275,2570-5110,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1276,2570-5115,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1277,2610-8105,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1278,2710-1105,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1279,2805-0005,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1280,3001-0105,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1281,3001-0120,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1282,3001-0125,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1283,3001-1001,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1284,3001-1901,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1285,3001-1903,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1286,3001-1905,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1287,3004-0003,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1288,3004-0005,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1289,3004-1005,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1290,3004-2005,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1291,3110-6105,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1292,3110-6120,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1293,3130-8115,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1294,3130-8119,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1295,3130-8120,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1296,3130-8125,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1297,3130-8130,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1298,3221-1105,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1299,3230-8105,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1300,3230-8110,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1301,3230-8115,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1302,3430-4110,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1303,3430-4115,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1304,3430-4120,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1305,3530-0005,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1306,3530-0010,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1307,4005-0090,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1308,4005-0095,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1309,4005-0100,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1310,4107-1005,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1311,4111-5205,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1312,4111-8102,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1313,4111-8104,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1314,4111-8105,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1315,4111-8106,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1316,4111-8108,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1317,4111-8110,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1318,4111-8115,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1319,4111-8120,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1320,4111-8125,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1321,4111-8130,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1322,4111-8620,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1323,4111-8625,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
1324,4111-8630,Dasqua | داسکوا,,T1_LEGACY_ONLY,True,0,0,0,,0,0
